galaxy,r,vobs,errv,vn,v_v6,v_mond,v_K_compact_finite,v_K_scale_tail_spiral,v_K_exponential_disk,v_K_thick_flared,W_warp,K_z,K_EC,K_lag,K_wvo,wvo_attenuation,delta_v2_wvo,v_wvo_endpoint,endpoint_scores_allowed,claim_boundary,K_full_time_morph_phase,phase_load_source_frozen,A_full_time_morph_phase_km2_s2,v2_full_time_morphology_km2_s2,v_full_time_morphology_km_s,construction_used_vobs,endpoint_validation_claim,full_time_claim_boundary,r_plot_kpc,vobs_plot_km_s,err_plot_km_s,v_carrier_plot_km_s,v_base_plot_km_s,base_column,carrier_column,kernel_column,source_status,projection_kernel,projection_attenuation,delta_v2_projection,v_projection_accepted,mixed_kernel,mixed_attenuation,v_mixed_population,scoring_used_vobs,split,x_R_over_RHI,r_kpc,x_w_formula_freeze,kernel_warp_history,lambda_w_km2_s2,delta_v2_warp_history_km2_s2,v_warp_history_formula_freeze_km_s,residual_vn,residual_v_v6,residual_v_mond,residual_v_K_compact_finite,residual_v_K_scale_tail_spiral,residual_v_K_exponential_disk,residual_v_K_thick_flared,residual_v_warp_history_formula_freeze_km_s,v2_ratio_min,v2_ratio_max,v_null_control_interval_min_km_s,v_null_control_interval_max_km_s,v_null_control_interval_midpoint_km_s,null_control_formula_id,null_control_interval_distance_km_s,inside_null_control_interval,point_selected_from_residual
NGC7331,28.91,239.0,3.0,154.49986090608624,249.16223896276333,252.73462264692577,,,245.2050197175342,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.8969196694015736,0.1,127.13358582868196,57892.24433758341,240.6080720540843,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,28.91,239.0,3.0,245.2050197175342,240.37099601202328,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1237766294092712,0.0390397735520609,240.37099601202328,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,29.89,241.0,4.0,151.3289849962657,247.4033997746116,251.15827457743197,,,243.4656726220928,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9183218111565444,0.1,127.13358582868196,57117.00476247196,238.99164161633763,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,29.89,241.0,4.0,243.4656726220928,238.7472622202712,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1216999661052153,0.0383847834661203,238.7472622202712,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,30.98,236.0,4.0,148.00584289142105,245.53623013354235,249.5280639290484,,,241.6263660339642,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9401586956698303,0.1,127.13358582868196,56301.8832985249,237.28017889938658,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,30.98,236.0,4.0,241.6263660339642,237.02817881487505,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1195230190349712,0.0376981633742439,237.02817881487505,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,32.06,236.0,5.0,145.2041479090732,244.0882120987203,248.33546495949247,,,240.21669190753389,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9592574478805476,0.1,127.13358582868196,55687.635718313555,235.98227839885257,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,32.06,236.0,5.0,240.21669190753389,235.72374059316053,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1174922746984016,0.0370576563623776,235.72374059316053,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,33.15,239.0,5.0,142.88869958817597,243.07467207524104,247.58984297597772,,,239.25261060440525,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9754510742894402,0.1,127.13358582868196,55279.47647846212,235.11587883097584,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,33.15,239.0,5.0,239.25261060440525,234.85200421880003,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1155592458565006,0.0364479693106492,234.85200421880003,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,34.23,237.0,5.0,140.66870540386728,242.06212359212375,246.86487862419972,,,238.2917829829204,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9879234794992753,0.1,127.13358582868196,54871.353779991856,234.24635275707465,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,34.23,237.0,5.0,238.2917829829204,233.9781090733036,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1137498413987362,0.0358772740135456,233.9781090733036,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,35.32,241.0,7.0,138.31511551526103,240.8277231265214,245.95198539700797,,,237.1085652168852,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,0.9963754762112969,0.1,127.13358582868196,54360.747149317205,233.15391300451554,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,35.32,241.0,7.0,237.1085652168852,232.88210399726876,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1120219172887033,0.0353322780293055,232.88210399726876,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC7331,36.31,238.0,9.0,135.51705269079608,238.8845531814265,244.36523782508323,,,235.20069816634515,,,,,,,,,,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control,1.0,0.1,127.13358582868196,53517.94749541003,231.33946376571816,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,36.31,238.0,9.0,235.20069816634515,231.064523260455,v_mixed_population,v_K_exponential_disk,mixed_kernel,vertical_outer_warp_overlay,,,,,0.1105315009017884,0.0348621931795149,231.064523260455,True,,,,,,,,,,,,,,,,,,,,,,,,,
NGC4088,1.74,84.9,,96.9584818362994,115.17799165769352,117.44130195086554,116.15699874846632,115.36700865072412,114.12286545497965,114.77414623616257,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.0,0.35,1953.9673156581264,9400.9472,96.9584818362994,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,1.74,84.9,,96.9584818362994,96.9584818362994,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.0781918474999724,1.74,0.2983326403051493,0.0,8795.111752245672,0.0,96.9584818362994,12.058481836299393,30.27799165769352,32.54130195086553,31.256998748466316,30.467008650724125,29.22286545497964,29.87414623616256,12.058481836299393,,,,,,,,,
NGC4088,3.5,136.0,,127.47013944449893,154.38204559171825,157.33782165524056,157.32187742257452,154.8191597352526,152.81890104710348,153.71711894249052,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.0,0.35,1953.9673156581264,16248.636450000002,127.47013944449893,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,3.5,136.0,,127.47013944449893,127.47013944449893,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.1572824518677605,3.5,0.2983326403051493,0.0,8795.111752245672,0.0,127.47013944449893,-8.529860555501074,18.382045591718253,21.33782165524056,21.321877422574516,18.81915973525261,16.81890104710348,17.717118942490515,-8.529860555501074,,,,,,,,,
NGC4088,5.24,162.0,,171.20843495575795,202.51799266900144,206.5140908238078,207.5270918545913,203.0657880934521,201.0300479888688,201.85003223909544,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.0,0.35,1953.9673156581264,29312.3282,171.20843495575795,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,5.24,162.0,,171.20843495575795,171.20843495575795,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.235474299367733,5.24,0.2983326403051493,0.0,8795.111752245672,0.0,171.20843495575795,9.208434955757951,40.51799266900144,44.514090823807805,45.527091854591305,41.06578809345211,39.0300479888688,39.85003223909544,9.208434955757951,,,,,,,,,
NGC4088,6.98,179.0,,189.42448284210784,226.41930653075633,230.83703463110368,234.3292884915923,227.0588600614378,225.0181481519837,225.76795310798053,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.00769954745629628,0.35,1953.9673156581264,36088.878562039834,189.9707308035631,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,6.98,179.0,,189.42448284210784,189.93112935473445,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.3136661468677054,6.98,0.2983326403051493,0.0218529568900347,8795.111752245672,192.19919796486303,189.93112935473445,10.424482842107835,47.41930653075633,51.83703463110368,55.32928849159231,48.0588600614378,46.018148151983695,46.76795310798053,10.931129354734452,,,,,,,,,
NGC4088,8.72,182.0,,177.32038475595525,222.42097515571095,226.38794443510452,234.85978164086055,223.18234397424925,221.04002043480384,221.76265724004472,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.054204650287349845,0.35,1953.9673156581264,32720.734810448186,180.88873599660147,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,8.72,182.0,,177.32038475595525,180.5957383091584,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.3918579943676778,8.72,0.2983326403051493,0.1332901591762825,8795.111752245672,1172.3018454300188,180.5957383091584,-4.679615244044754,40.42097515571095,44.387944435104515,52.85978164086055,41.18234397424925,39.04002043480384,39.76265724004472,-1.4042616908415937,,,,,,,,,
NGC4088,10.47,179.0,,169.962064296713,222.03399227198597,225.59386786491223,239.7900084307679,222.87446852773425,220.7548011361324,221.41215291017193,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.11487428598557116,0.35,1953.9673156581264,31269.60116695656,176.83212707807527,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,10.47,179.0,,169.962064296713,176.19631257983576,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.4704992203015581,10.47,0.2983326403051493,0.2453678051538305,8795.111752245672,2158.037266731181,176.19631257983576,-9.03793570328699,43.033992271985966,46.59386786491223,60.7900084307679,43.87446852773425,41.754801136132414,42.412152910171926,-2.8036874201642377,,,,,,,,,
NGC4088,12.19,174.0,,163.9399321397932,222.10930118504243,225.32345364652272,241.36626642100475,223.0013336275078,220.952988630892,221.53858887413455,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.1946546076460365,0.35,1953.9673156581264,30383.52445770693,174.30870448060514,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,12.19,174.0,,163.9399321397932,173.21424801823989,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.5477923109337147,12.19,0.2983326403051493,0.3555241200574776,8795.111752245672,3126.874366524323,173.21424801823989,-10.0600678602068,48.109301185042426,51.32345364652272,67.36626642100475,49.00133362750779,46.95298863089201,47.53858887413455,-0.7857519817601144,,,,,,,,,
NGC4088,13.94,171.0,,151.08550178624023,215.381726767486,218.14456220987327,232.79599997862,216.33666293872764,214.31737160011497,214.84992846160063,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.3014575664171982,0.35,1953.9673156581264,27528.47686966252,165.9170782941362,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,13.94,171.0,,151.08550178624023,164.13238144201003,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.626433536867595,13.94,0.2983326403051493,0.4676017660350255,8795.111752245672,4112.609787825484,164.13238144201003,-19.91449821375977,44.381726767485986,47.14456220987327,61.79599997862002,45.33666293872764,43.31737160011497,43.849928461600655,-6.867618557989971,,,,,,,,,
NGC4088,15.68,168.0,,141.2326654850074,210.570287905297,213.15657813085653,226.44746394478813,211.568035689689,209.60128109145532,210.08142052473036,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.43519980155007487,0.35,1953.9673156581264,25889.744423300395,160.90290371307907,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,15.68,168.0,,141.2326654850074,158.23835892504272,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.7046253843675674,15.68,0.2983326403051493,0.5790389683212732,8795.111752245672,5092.712435290639,158.23835892504272,-26.7673345149926,42.57028790529699,45.15657813085653,58.447463944788126,43.568035689689,41.60128109145532,42.08142052473036,-9.761641074957282,,,,,,,,,
NGC4088,17.42,165.0,,133.5799586390114,207.1220306994978,209.7649343684222,221.6868945770183,208.14666951284505,206.24380404380935,206.6755688695879,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.5937311506524169,0.35,1953.9673156581264,25076.551695418708,158.35577569327464,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,17.42,165.0,,133.5799586390114,154.64934669359516,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.7828172318675399,17.42,0.2983326403051493,0.6904761706075212,8795.111752245672,6072.815082755797,154.64934669359516,-31.42004136098859,42.1220306994978,44.76493436842219,56.68689457701831,43.14666951284502,41.24380404380935,41.67556886958789,-10.350653306404835,,,,,,,,,
NGC4088,19.28,171.0,,126.40514981597862,203.71557098320503,206.6286972418807,217.12450570003196,204.75928411160552,202.92176776767897,203.3094831266013,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,0.7809472171209713,0.35,1953.9673156581264,24624.71825376158,156.92265054402307,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,19.28,171.0,,126.40514981597862,151.98280467294,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.866401620574407,19.28,0.2983326403051493,0.809598697189372,8795.111752245672,7120.511016253031,151.98280467294,-44.59485018402138,32.715570983205026,35.6286972418807,46.12450570003196,33.759284111605524,31.921767767678944,32.30948312660129,-19.01719532705999,,,,,,,,,
NGC4088,21.48,174.0,,118.91604265194836,199.86006002694677,203.33421260713777,212.1534776092801,200.91719504693745,199.14939595419193,199.49452304034685,,,,,,,,,True,ngc4088_warp_history_accepted_endpoint_preliminary_control,1.0,0.35,1953.9673156581264,24454.713775832624,156.38002997772006,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,21.48,174.0,,118.91604265194836,150.00248817994486,v_warp_history_formula_freeze_km_s,vn,kernel_warp_history,warp_history_asymmetric_projection,,,,,,,,True,holdout,0.965264876034142,21.48,0.2983326403051493,0.9504963092754322,8795.111752245672,8359.72126017449,150.00248817994486,-55.08395734805164,25.86006002694677,29.334212607137772,38.15347760928009,26.917195046937422,25.14939595419193,25.49452304034685,-23.997511820055134,,,,,,,,,
NGC4183,0.87,47.1,8.2,27.802927903370175,44.24164226592121,44.84621149985467,,,43.44625928236274,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.0,0.03,7.158900844722235,1885.0298928533948,43.416930946963475,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,0.87,47.1,8.2,43.44625928236274,43.416930946963475,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.0544779542911274,,,,,,,,,,,,,,,0.997301628464004,1.0,43.38760261156421,43.44625928236274,43.416930946963475,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,3.6537407176372625,False,False
NGC4183,1.74,65.9,6.6,34.97359861381153,58.08188723654125,59.031180368736095,,,56.35502078228571,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.011180262342641726,0.03,7.158900844722235,3171.6820951529694,56.317689007566436,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,1.74,65.9,6.6,56.35502078228571,56.31697840583637,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.1089559085822549,,,,,,,,,,,,,,,0.997301628464004,1.0,56.27893602938703,56.35502078228571,56.31697840583637,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,9.544979217714292,False,False
NGC4183,2.61,76.1,5.6,41.836754773763225,70.07820722513291,71.27491299891336,,,67.58991402880652,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.023716917953779684,0.03,7.158900844722235,4562.40056819894,67.54554439930838,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,2.61,76.1,5.6,67.58991402880652,67.54428755368559,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.1634338628733824,,,,,,,,,,,,,,,0.997301628464004,1.0,67.49866107856467,67.58991402880652,67.54428755368559,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,8.510085971193476,False,False
NGC4183,3.5,85.7,5.6,44.302822144870184,76.6560505679796,78.22704699338539,,,73.38571017208766,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.03910110567931061,0.03,7.158900844722235,5378.473934993933,73.33807970620674,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,3.5,85.7,5.6,73.38571017208766,73.33617125304167,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.2191641839298231,,,,,,,,,,,,,,,0.997301628464004,1.0,73.28663233399568,73.38571017208766,73.33617125304167,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,12.314289827912347,False,False
NGC4183,4.37,96.6,5.2,49.59778523281055,85.75894892712192,87.50936093111638,,,82.02510543155684,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.05631947255158577,0.03,7.158900844722235,6719.440559693191,81.97219382018021,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,4.37,96.6,5.2,82.02510543155684,81.96973450105574,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.2736421382209506,,,,,,,,,,,,,,,0.997301628464004,1.0,81.91436357055464,82.02510543155684,81.96973450105574,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,14.574894568443156,False,False
NGC4183,5.24,99.3,5.2,53.74949813719195,93.28716897533803,95.23430936602554,,,89.18293973895635,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.07545970884532549,0.03,7.158900844722235,7943.4024451499645,89.12576757116858,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,5.24,99.3,5.2,89.18293973895635,89.12273692260898,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.3281200925120781,,,,,,,,,,,,,,,0.997301628464004,1.0,89.06253410626161,89.18293973895635,89.12273692260898,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,10.117060261043648,False,False
NGC4183,6.11,103.0,5.2,57.127591407305104,99.71875572049385,101.87312285155043,,,95.33034399491292,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.09634961274451224,0.03,7.158900844722235,9076.298871335599,95.269611478874,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,6.11,103.0,5.2,95.33034399491292,95.2659913820852,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.3825980468032056,,,,,,,,,,,,,,,0.997301628464004,1.0,95.2016387692575,95.33034399491292,95.2659913820852,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,7.669656005087091,False,False
NGC4183,6.98,107.0,5.2,60.194885164771264,105.61397244102317,107.96829050341664,,,101.03068614902284,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.11885546280484036,0.03,7.158900844722235,10194.274358535236,100.96669925542399,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,6.98,107.0,5.2,101.03068614902284,100.9624855283494,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.437076001094333,,,,,,,,,,,,,,,0.997301628464004,1.0,100.89428490767595,101.03068614902284,100.9624855283494,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,5.969313850977173,False,False
NGC4183,7.85,111.0,5.2,63.66676801911653,111.81236359715469,114.31951113749952,,,107.14146654402144,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.1428698167763321,0.03,7.158900844722235,11464.823713156205,107.07391705338983,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,7.85,111.0,5.2,107.14146654402144,107.06914084975278,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.4915539553854605,,,,,,,,,,,,,,,0.997301628464004,1.0,106.99681515548416,107.14146654402144,107.06914084975278,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,3.8585334559785736,False,False
NGC4183,8.72,114.0,6.1,66.98037735038524,117.70863731001626,120.35860579729528,,,113.01195514447213,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.16927106798532923,0.03,7.158900844722235,12755.67658184446,112.94103143607491,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,8.72,114.0,6.1,113.01195514447213,112.93566658524168,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.546031909676588,,,,,,,,,,,,,,,0.997301628464004,1.0,112.85937802601124,113.01195514447213,112.93566658524168,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,0.9880448555278888,False,False
NGC4183,9.6,115.0,6.1,66.52535494080433,119.23236472406737,122.2668768554801,,,114.38916533883646,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.2001343085747946,0.03,7.158900844722235,13068.653990509965,114.3182137304024,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,9.6,115.0,6.1,114.38916533883646,114.31194709582743,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.6011360473503721,,,,,,,,,,,,,,,0.997301628464004,1.0,114.2347288528184,114.38916533883646,114.31194709582743,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,0.6108346611635369,False,False
NGC4183,10.47,111.0,5.6,64.98758496820759,119.27409788310212,122.80341482361852,,,114.27951241153866,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.2353592366363715,0.03,7.158900844722235,13043.8658135468,114.20974482743055,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,10.47,111.0,5.6,114.27951241153866,114.2023681895819,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.6556140016414995,,,,,,,,,,,,,,,0.997301628464004,1.0,114.12522396762512,114.27951241153866,114.2023681895819,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,3.125223967625132,False,False
NGC4183,11.35,110.0,5.6,65.26373073920921,121.3164298132474,125.20995875642042,,,116.3047035120952,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.27623194499168097,0.03,7.158900844722235,13510.505267573428,116.23469906862334,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,11.35,110.0,5.6,116.3047035120952,116.22619218777275,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.7107181393152836,,,,,,,,,,,,,,,0.997301628464004,1.0,116.14768086345032,116.3047035120952,116.22619218777275,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,6.147680863450319,False,False
NGC4183,12.31,111.0,5.2,62.214156347249464,119.27308849463624,123.92831830572958,,,114.1035943894306,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.32720504993512883,0.03,7.158900844722235,13004.400848331858,114.03683987348938,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,12.31,111.0,5.2,114.1035943894306,114.02656892068391,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.7708317440503208,,,,,,,,,,,,,,,0.997301628464004,1.0,113.94954345193722,114.1035943894306,114.02656892068391,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,2.949543451937217,False,False
NGC4183,13.12,109.0,4.8,59.742668587869424,117.42100252316592,122.77193155140536,,,112.142296747858,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.3755145589716602,0.03,7.158900844722235,12561.610042485425,112.07858868885451,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,13.12,109.0,4.8,112.142296747858,112.06659525028856,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.8215525980455084,,,,,,,,,,,,,,,0.997301628464004,1.0,111.99089375271912,112.142296747858,112.06659525028856,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,2.9908937527191313,False,False
NGC4183,14.05,108.0,4.4,58.09959509325344,116.62269645538808,122.6651791646458,,,111.31200896326894,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.4368670326019325,0.03,7.158900844722235,12376.768279157868,111.25092484630349,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,14.05,108.0,4.4,111.31200896326894,111.236867950285,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.8797876526325759,,,,,,,,,,,,,,,0.997301628464004,1.0,111.16172693730104,111.31200896326894,111.236867950285,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,3.161726937301026,False,False
NGC4183,14.98,109.0,5.2,57.55165418995357,117.14255538047044,123.7389246453567,,,111.89241863216976,,,,,,,,,,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control,0.5041299683497512,0.03,7.158900844722235,12506.624969701632,111.83302271557196,False,False,full_time_morphology_kernel_trial_diagnostic_not_endpoint_validation,14.98,109.0,5.2,111.89241863216976,111.81688581446616,v_null_control_interval_midpoint_km_s,v_K_exponential_disk,x_R_over_RHI,weak_projection_null_control,,,,,,,,True,,0.9380227072196432,,,,,,,,,,,,,,,0.997301628464004,1.0,111.74135299676252,111.89241863216976,111.81688581446616,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,2.7413529967625294,False,False
