galaxy,radius_kpc,vobs_kms,errv_kms,v_baryon_050_kms,P_i_sin2_inclination,W_outer_smoothstep_Rd_to_RHI_source,H_spin_context_not_amplitude,A_extent_context_not_amplitude,C_stable_hi_context_not_amplitude,K_pre_projection_outer,K_context_highspin,K_context_projection_asymmetry,K_context_stable_hi,kernel_value_freeze_status,construction_used_vobs_or_residual,endpoint_scores_allowed,claim_boundary
UGC12506,33.6,244.0,12.9,118.81256183585975,0.9951340343707851,0.5269540067263991,0.4999999999999999,0.6666666666666666,0.4,0.5243898666414913,0.2621949333207456,0.3495932444276609,0.20975594665659655,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,35.24,239.0,16.2,115.74568026496712,0.9951340343707851,0.5753073460129561,0.4999999999999999,0.6666666666666666,0.4,0.5725079202410222,0.286253960120511,0.38167194682734806,0.22900316809640886,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,36.88,238.0,18.4,113.9756895131589,0.9951340343707851,0.6230261691207688,0.4999999999999999,0.6666666666666666,0.4,0.6199945451957257,0.3099972725978628,0.4133296967971505,0.2479978180782903,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,38.52,241.0,24.9,113.74959164761869,0.9951340343707851,0.6697023950564492,0.4999999999999999,0.6666666666666666,0.4,0.6664436462203016,0.33322182311015075,0.4442957641468677,0.26657745848812064,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,40.16,237.0,23.0,113.56127178752448,0.9951340343707851,0.7149279428266089,0.4999999999999999,0.6666666666666666,0.4,0.7114491280294493,0.3557245640147246,0.4742994186862995,0.2845796512117797,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,41.8,228.0,14.0,112.53139495269754,0.9951340343707851,0.7582947314378599,0.4999999999999999,0.6666666666666666,0.4,0.7546048953378685,0.3773024476689341,0.5030699302252456,0.3018419581351474,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,43.44,233.0,16.9,111.75475359017172,0.9951340343707851,0.7993946798968136,0.4999999999999999,0.6666666666666666,0.4,0.7955048528602584,0.3977524264301291,0.5303365685735055,0.3182019411441034,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,45.08,233.0,13.7,112.52141618376476,0.9951340343707851,0.8378197072100815,0.4999999999999999,0.6666666666666666,0.4,0.8337429053113183,0.41687145265565906,0.5558286035408788,0.33349716212452735,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,46.71,230.0,11.6,111.47700637351184,0.9951340343707851,0.8729563961762012,0.4999999999999999,0.6666666666666666,0.4,0.8687086203566046,0.43435431017830217,0.5791390802377363,0.34748344814264187,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,48.35,226.0,11.6,113.81592748820351,0.9951340343707851,0.9048298618732978,0.4999999999999999,0.6666666666666666,0.4,0.9004269908651351,0.45021349543256745,0.6002846605767567,0.3601707963460541,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
UGC12506,49.99,225.0,11.6,116.61010376463956,0.9951340343707851,0.9328066517432841,0.4999999999999999,0.6666666666666666,0.4,0.9282676466371983,0.46413382331859904,0.6188450977581321,0.37130705865487934,CONTEXT_PREKERNEL_ONLY_NOT_EXECUTABLE,False,False,ugc12506_projection_highspin_formula_preflight_not_endpoint
