galaxy,radius_kpc,vobs_kms,errv_kms,carrier_id,formula_id,selected_spin_normalization_route,beta_cl_value,v_carrier_kms,v_beta_cl_transfer_kms,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
ESO563-G021,10.23,291.0,9.81,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,184.51244348281773,228.47776863406207,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,12.06,310.0,4.74,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,194.4826532110255,240.82366373206216,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,13.44,310.0,20.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,196.56195003102712,243.39841201892287,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,15.18,310.0,16.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,199.6051185465944,247.16670178242052,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,16.83,314.0,13.5,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,200.91883149670164,248.79344411914607,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,18.56,317.0,12.7,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,196.83165027505106,243.73237599875813,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,20.3,319.0,10.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,195.28610204005815,241.81855704225845,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,21.94,318.0,10.8,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,195.94592213159223,242.63559799281995,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,23.68,317.0,9.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,195.9244923433515,242.6090619494663,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,25.41,317.0,7.23,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,190.38306804965615,235.74723608135898,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,27.06,312.0,8.39,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,184.7692467647146,228.79576258459565,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,28.8,312.0,8.37,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,177.7528534229479,220.10751444085986,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,30.53,311.0,11.5,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,171.39170823000742,212.23064590989995,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,32.18,310.0,14.5,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,167.3475011764442,207.2227917725268,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,33.91,313.0,15.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,164.12639047392713,203.23416004697634,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,35.65,320.0,8.83,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,159.98318052220367,198.10371276177537,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,37.3,321.0,7.88,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,156.66588700160608,193.9959799325749,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,39.03,320.0,8.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,152.71927858001425,189.1089800705755,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,40.76,315.0,9.82,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,149.02625959877003,184.53599452861943,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
ESO563-G021,42.41,312.0,9.07,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.5333333333333332,146.0616998052535,180.86504424570268,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,0.77,35.1,3.96,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,95.76469808859629,135.43173483345768,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,1.59,77.9,3.95,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,128.26264109240853,181.39076657867676,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,2.36,115.0,6.7,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,131.76665890884536,186.34619609747872,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,3.13,156.0,3.16,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,132.9385634419148,188.003519381952,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,3.95,192.0,3.14,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,138.67566945935397,196.1170125205868,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,4.73,204.0,2.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,144.61650822088052,204.51862726900941,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,5.5,209.0,3.36,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,146.05098082518995,206.54727788087646,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,6.27,220.0,3.25,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,146.5465907143527,207.24817610777666,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,7.08,231.0,3.49,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,150.65014636567733,213.0514801638327,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,7.86,235.0,4.65,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,157.44208586016637,222.6567331117566,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,8.66,245.0,6.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,163.97542041415844,231.89626344553292,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,9.45,246.0,5.57,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,168.81201571570668,238.73624211669244,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,10.24,239.0,6.95,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,171.81618448213777,242.98477832983693,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,11.02,240.0,7.16,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,173.20469883926359,244.94843416523403,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,11.79,240.0,4.85,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,173.69641648577556,245.64382792978947,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,12.47,246.0,7.68,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,173.2922704565902,245.07227913413627,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,13.34,241.0,6.21,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,172.28199311013324,243.64353120901856,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,14.11,250.0,5.62,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,171.11473139388087,241.99277385905555,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,14.59,242.0,5.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,170.27231454349823,240.8014165240728,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,14.98,244.0,7.41,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,169.6143267828517,239.87088130909098,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,15.75,248.0,5.08,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,168.04705471980162,237.65442390159708,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,16.52,249.0,5.22,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,166.24735697147187,235.10926693773686,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,17.1,246.0,6.35,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,164.65778967300636,232.86127930594213,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,17.88,241.0,16.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,162.33484330235453,229.57613704390096,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,18.65,247.0,14.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,160.0070331266723,226.28411632282103,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,19.62,234.0,20.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,157.21780878768158,222.33955743411923,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,20.78,249.0,10.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,154.86253840099613,219.00870211021297,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,22.13,236.0,16.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,152.89593617882718,216.22750657582858,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,23.0,245.0,22.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,151.3508247417238,214.04238902609922,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,23.58,243.0,4.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,150.30154240725543,212.5584797179355,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,25.03,238.0,7.76,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,146.31004459708157,206.91364938060514,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
IC4202,25.9,247.0,6.14,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0,143.77282166668357,203.32547430167227,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,1.17,123.0,6.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,129.89285661652067,150.71200378860996,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,1.56,142.0,6.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,148.99859965784913,172.8800035742323,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,1.96,205.0,6.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,164.36613656711654,190.7106398480098,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,2.73,228.0,6.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,187.22362671415164,217.23171445805053,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,3.52,238.0,6.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,199.22424024199466,231.15577894154643,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,10.59,229.0,4.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,191.74066978604202,222.47274641544203,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,17.65,225.0,6.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,176.2774279367611,204.53106567272587,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,24.61,220.0,4.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,167.10165214623103,193.88460218175425,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,31.67,222.0,2.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,166.10508375724086,192.72830442428395,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,38.74,219.0,4.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,155.87948197245206,180.8637494743553,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,45.8,214.0,4.7,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,142.22112114591138,165.01623497467045,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,52.86,216.0,2.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,133.69864098037795,155.12777692968152,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0801,59.82,216.0,8.8,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.3462482512148914,130.34367706183528,151.23508145763702,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,0.92,234.0,12.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,199.63541995347418,287.8811966038934,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,2.32,192.0,12.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,237.98172167206457,343.1778930851814,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,3.24,212.0,6.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,255.44355325590035,368.3584596019941,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,4.17,223.0,4.41,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,241.06929501701373,347.63028088967724,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,5.1,222.0,4.01,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,225.9475401503632,325.8241861256486,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,6.03,224.0,3.85,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,214.44375171592202,309.23532438579923,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,6.96,224.0,3.23,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,206.5612896938824,297.86854087805114,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,7.89,226.0,3.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,197.70839145064124,285.1023546959061,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,8.8,226.0,3.21,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,192.99676694183248,278.30802880994753,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,9.73,227.0,2.75,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,184.2364491624825,265.67534686634565,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,10.64,227.0,2.65,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,177.93197787356831,256.5840807021024,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,11.58,224.0,2.35,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,173.0296830026571,249.51480154376492,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,12.52,220.0,2.43,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,166.79591077121765,240.52548587142005,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,13.46,218.0,2.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,163.72380920318216,236.09540890561476,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,14.4,217.0,2.77,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,159.46102313731717,229.94832361487016,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,15.33,216.0,4.43,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,154.51443783672775,222.8151761214605,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,16.27,210.0,4.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,149.7426893040191,215.9341493086375,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,17.11,208.0,4.35,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,145.1589089584239,209.32417913817932,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,3.44,285.0,14.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,205.01117067125878,213.08786336279442,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,3.77,297.0,13.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,202.28740642956495,210.25679274031987,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.13,303.0,8.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,200.97684219829904,208.89459705641752,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.47,306.0,5.93,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,199.95782680355376,207.8354361702614,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.8,307.0,5.93,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,199.13963568310552,206.98501130264142,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
